[12340:21056:0201/141326.048:WARNING:chrome_main_delegate.cc(745)] This is Chrome version 128.0.6613.138 (not a warning)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: SegmentationPlatform.SegmentInfoDatabase.ProtoDBUpdateResult.PasswordManagerUser recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: SegmentationPlatform.SegmentInfoDatabase.ProtoDBUpdateResult.ResumeHeavyUserSegment recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: SegmentationPlatform.SegmentInfoDatabase.ProtoDBUpdateResult.SearchUser recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: SegmentationPlatform.SegmentInfoDatabase.ProtoDBUpdateResult.ShoppingUser recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: SegmentationPlatform.SegmentInfoDatabase.ProtoDBUpdateResult.UrlVisitResumptionRanker recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: SegmentationPlatform.SegmentInfoDatabase.ProtoDBUpdateResult.WebAppInstallationPromo recorded 1 samples, mean = 1.0 (flags = 0x41)
0  O                                                                         (0 = 0.0%)
1  -O                                                                        (1 = 100.0%) {0.0%}
2  O                                                                         (0 = 0.0%) {100.0%}

Histogram: SegmentationPlatform.SelectionFailedReason.ChromeLowUserEngagement recorded 3 samples, mean = 20.3 (flags = 0x41)
0   ... 
16  -O                                                                        (1 = 33.3%) {0.0%}
17  O                                                                         (0 = 0.0%) {33.3%}
18  -O                                                                        (1 = 33.3%) {33.3%}
19  ... 
27  -O                                                                        (1 = 33.3%) {66.7%}
28  ... 

Histogram: SegmentationPlatform.SelectionFailedReason.ComposePromotion recorded 1 samples, mean = 17.0 (flags = 0x41)
0   ... 
17  -O                                                                        (1 = 100.0%) {0.0%}
18  ... 

Histogram: SegmentationPlatform.SelectionFailedReason.CrossDeviceUser recorded 3 samples, mean = 20.3 (flags = 0x41)
0   ... 
16  -O                                                                        (1 = 33.3%) {0.0%}
17  O                                                                         (0 = 0.0%) {33.3%}
18  -O                                                                        (1 = 33.3%) {33.3%}
19  ... 
27  -O                                                                        (1 = 33.3%) {66.7%}
28  ... 

Histogram: SegmentationPlatform.SelectionFailedReason.DatabaseApiClients recorded 1 samples, mean = 17.0 (flags = 0x41)
0   ... 
17  -O                                                                        (1 = 100.0%) {0.0%}
18  ... 

Histogram: SegmentationPlatform.SelectionFailedReason.DeviceSwitcher recorded 2 samples, mean = 19.0 (flags = 0x41)
0   ... 
17  -O                                                                        (1 = 50.0%) {0.0%}
18  ... 
21  -O                                                                        (1 = 50.0%) {50.0%}
22  ... 

Histogram: SegmentationPlatform.SelectionFailedReason.PasswordManagerUser recorded 3 samples, mean = 20.3 (flags = 0x41)
0   ... 
16  -O                                                                        (1 = 33.3%) {0.0%}
17  O                                                                         (0 = 0.0%) {33.3%}
18  -O                                                                        (1 = 33.3%) {33.3%}
19  ... 
27  -O                                                                        (1 = 33.3%) {66.7%}
28  ... 

Histogram: SegmentationPlatform.SelectionFailedReason.ResumeHeavyUser recorded 3 samples, mean = 20.3 (flags = 0x41)
0   ... 
16  -O                                                                        (1 = 33.3%) {0.0%}
17  O                                                                         (0 = 0.0%) {33.3%}
18  -O                                                                        (1 = 33.3%) {33.3%}
19  ... 
27  -O                                                                        (1 = 33.3%) {66.7%}
28  ... 

Histogram: SegmentationPlatform.SelectionFailedReason.SearchUser recorded 3 samples, mean = 20.3 (flags = 0x41)
0   ... 
16  -O                                                                        (1 = 33.3%) {0.0%}
17  O                                                                         (0 = 0.0%) {33.3%}
18  -O                                                                        (1 = 33.3%) {33.3%}
19  ... 
27  -O                                                                        (1 = 33.3%) {66.7%}
28  ... 

Histogram: SegmentationPlatform.SelectionFailedReason.ShoppingUser recorded 3 samples, mean = 20.3 (flags = 0x41)
0   ... 
16  -O                                                                        (1 = 33.3%) {0.0%}
17  O                                                                         (0 = 0.0%) {33.3%}
18  -O                                                                        (1 = 33.3%) {33.3%}
19  ... 
27  -O                                                                        (1 = 33.3%) {66.7%}
28  ... 

Histogram: SegmentationPlatform.SelectionFailedReason.URLVisitResumptionRanker recorded 1 samples, mean = 17.0 (flags = 0x41)
0   ... 
17  -O                                                                        (1 = 100.0%) {0.0%}
18  ... 

Histogram: SegmentationPlatform.SelectionFailedReason.WebAppInstallationPromo recorded 15 samples, mean = 17.5 (flags = 0x41)
